unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1614384000000,2021-02-27 00:00:00,BTC/USDT,46276.88000000,46628.93000000,46156.24000000,46621.39000000,336.16656500,15588174.69463991,8582
1614380400000,2021-02-26 23:00:00,BTC/USDT,45476.30000000,46444.57000000,45368.74000000,46276.87000000,2571.86578500,118542767.20494309,60317
1614376800000,2021-02-26 22:00:00,BTC/USDT,45680.00000000,45988.77000000,45000.00000000,45476.30000000,4400.97529100,200547396.61397559,123927
1614373200000,2021-02-26 21:00:00,BTC/USDT,46270.00000000,46867.00000000,45500.00000000,45677.46000000,3831.69018200,177173658.77323526,85141
1614369600000,2021-02-26 20:00:00,BTC/USDT,46959.18000000,47115.38000000,46071.89000000,46270.00000000,3514.29786700,163727573.68617536,80837
1614366000000,2021-02-26 19:00:00,BTC/USDT,47317.09000000,47478.07000000,46602.62000000,46959.17000000,3342.27688000,157219140.61462317,81667
1614362400000,2021-02-26 18:00:00,BTC/USDT,47659.96000000,47873.24000000,47269.99000000,47317.09000000,2473.72390500,117680138.80192218,67348
1614358800000,2021-02-26 17:00:00,BTC/USDT,48127.26000000,48424.11000000,47542.20000000,47660.98000000,3255.90618200,156184096.40823589,97578
1614355200000,2021-02-26 16:00:00,BTC/USDT,47590.66000000,48219.08000000,47450.00000000,48127.26000000,4556.16230600,218038757.46334770,97078
1614351600000,2021-02-26 15:00:00,BTC/USDT,46869.59000000,47853.13000000,46333.00000000,47594.65000000,5170.12468800,243331076.24514916,95719
1614348000000,2021-02-26 14:00:00,BTC/USDT,45958.41000000,47429.00000000,45828.37000000,46868.98000000,4508.89686400,210961601.75950509,95235
1614344400000,2021-02-26 13:00:00,BTC/USDT,46823.38000000,46999.77000000,45800.00000000,45958.41000000,3593.67866900,166636422.45052784,74350
1614340800000,2021-02-26 12:00:00,BTC/USDT,46427.65000000,47266.34000000,46315.08000000,46823.39000000,3485.25260900,163279933.31185639,73849
1614337200000,2021-02-26 11:00:00,BTC/USDT,46704.75000000,46850.00000000,45662.94000000,46427.65000000,3319.25951200,153378598.05698269,74580
1614333600000,2021-02-26 10:00:00,BTC/USDT,46410.76000000,46880.40000000,46168.00000000,46706.85000000,3745.26633500,174396328.08068973,83336
1614330000000,2021-02-26 09:00:00,BTC/USDT,45727.75000000,46626.35000000,45325.00000000,46410.76000000,6228.04563800,287389360.53800643,120877
1614326400000,2021-02-26 08:00:00,BTC/USDT,44986.99000000,45950.00000000,44939.19000000,45727.74000000,5560.53718000,252899486.53136551,112993
1614322800000,2021-02-26 07:00:00,BTC/USDT,46098.99000000,46430.02000000,44106.78000000,44973.68000000,10843.41221600,488062440.47692488,182846
1614319200000,2021-02-26 06:00:00,BTC/USDT,45524.35000000,46500.00000000,45512.02000000,46093.07000000,3894.66556800,179503674.00823412,92708
1614315600000,2021-02-26 05:00:00,BTC/USDT,47028.80000000,47207.40000000,45502.69000000,45517.53000000,5228.38820800,241909695.32155710,106473
1614312000000,2021-02-26 04:00:00,BTC/USDT,47331.34000000,47786.50000000,46806.49000000,47025.06000000,2839.21943900,134360235.86143333,67187
1614308400000,2021-02-26 03:00:00,BTC/USDT,47343.50000000,47695.77000000,46639.24000000,47330.24000000,3512.63530400,165764356.62534804,74188
1614304800000,2021-02-26 02:00:00,BTC/USDT,46480.48000000,47800.00000000,46124.74000000,47343.51000000,5240.30775400,246801657.25005068,113885
1614301200000,2021-02-26 01:00:00,BTC/USDT,46807.84000000,47479.06000000,46240.84000000,46480.48000000,6203.21910400,290755125.08169801,136879
1614297600000,2021-02-26 00:00:00,BTC/USDT,47073.73000000,47613.50000000,46000.00000000,46801.05000000,8103.39317700,377831011.56882769,172768
1614294000000,2021-02-25 23:00:00,BTC/USDT,48229.63000000,48463.27000000,46674.34000000,47073.73000000,5947.23226700,282793061.85452555,130893
1614290400000,2021-02-25 22:00:00,BTC/USDT,48102.01000000,48900.00000000,47471.00000000,48235.85000000,5670.50516700,272928468.09759038,152785
1614286800000,2021-02-25 21:00:00,BTC/USDT,49151.36000000,49300.00000000,48051.00000000,48101.99000000,3634.64330500,177026810.91773268,101460
1614283200000,2021-02-25 20:00:00,BTC/USDT,49442.20000000,49550.01000000,48529.47000000,49152.75000000,4249.67515800,208126020.37474209,123297
1614279600000,2021-02-25 19:00:00,BTC/USDT,49543.04000000,50000.00000000,49262.29000000,49443.86000000,2583.92601300,128220155.52403962,110202
1614276000000,2021-02-25 18:00:00,BTC/USDT,49550.96000000,50086.28000000,49226.09000000,49544.14000000,3513.02183800,174509030.04080191,96606
1614272400000,2021-02-25 17:00:00,BTC/USDT,50632.85000000,50665.78000000,49306.91000000,49550.95000000,4625.13316200,231011634.46842033,109813
1614268800000,2021-02-25 16:00:00,BTC/USDT,50850.00000000,51370.18000000,50563.82000000,50630.66000000,3186.56373600,162452252.98783745,100933
1614265200000,2021-02-25 15:00:00,BTC/USDT,50830.60000000,51367.61000000,50480.00000000,50849.99000000,3311.82255800,168638000.41787461,102306
1614261600000,2021-02-25 14:00:00,BTC/USDT,51351.93000000,51530.00000000,50599.00000000,50830.88000000,3602.68247200,184076620.86842276,96270
1614258000000,2021-02-25 13:00:00,BTC/USDT,51497.98000000,52041.73000000,51060.27000000,51347.60000000,6437.20928400,331813816.68325372,156703
1614254400000,2021-02-25 12:00:00,BTC/USDT,50299.00000000,51500.00000000,50077.00000000,51487.06000000,5006.69196500,253928753.62570436,142209
1614250800000,2021-02-25 11:00:00,BTC/USDT,49551.51000000,50403.14000000,49551.51000000,50294.80000000,3076.06333800,153555644.49355980,104662
1614247200000,2021-02-25 10:00:00,BTC/USDT,48977.03000000,49729.52000000,48812.92000000,49551.51000000,2744.27976000,135270333.22223811,108491
1614243600000,2021-02-25 09:00:00,BTC/USDT,49700.01000000,49840.60000000,48581.71000000,48977.03000000,4454.01146200,218864240.01879811,109551
1614240000000,2021-02-25 08:00:00,BTC/USDT,50395.58000000,50513.35000000,49534.90000000,49700.00000000,2853.46848600,142708611.69016401,73044
1614236400000,2021-02-25 07:00:00,BTC/USDT,50453.54000000,50559.51000000,50105.71000000,50395.99000000,1945.51267000,98085710.90143531,55250
1614232800000,2021-02-25 06:00:00,BTC/USDT,50391.10000000,50568.97000000,50212.79000000,50453.54000000,1878.14184600,94672068.91718432,71321
1614229200000,2021-02-25 05:00:00,BTC/USDT,49626.90000000,50449.07000000,49533.44000000,50388.60000000,2489.27614500,124308971.42079986,63601
1614225600000,2021-02-25 04:00:00,BTC/USDT,50206.97000000,50366.67000000,49567.89000000,49627.34000000,2531.01652400,126596464.51532776,55577
1614222000000,2021-02-25 03:00:00,BTC/USDT,50650.95000000,50659.77000000,50033.94000000,50206.97000000,1947.21850800,97997520.78394554,52519
1614218400000,2021-02-25 02:00:00,BTC/USDT,50505.26000000,50834.43000000,50421.36000000,50650.95000000,1895.03724200,96020905.95990301,47719
1614214800000,2021-02-25 01:00:00,BTC/USDT,50507.24000000,50884.88000000,50357.14000000,50504.71000000,2197.13675300,111268572.08912711,53310
1614211200000,2021-02-25 00:00:00,BTC/USDT,49676.21000000,50865.00000000,49517.01000000,50507.25000000,3530.40346200,177315058.26818629,87157
1614207600000,2021-02-24 23:00:00,BTC/USDT,48811.63000000,49747.49000000,48722.71000000,49676.20000000,2908.60118400,143750322.23693025,70418
1614204000000,2021-02-24 22:00:00,BTC/USDT,48715.97000000,48950.00000000,48028.18000000,48811.63000000,2341.05845900,113682228.47331085,69019
1614200400000,2021-02-24 21:00:00,BTC/USDT,49101.18000000,49150.00000000,48090.00000000,48707.72000000,3651.36623600,176954151.28704662,82126
1614196800000,2021-02-24 20:00:00,BTC/USDT,48959.93000000,49266.39000000,48581.26000000,49101.18000000,2532.66408700,123860543.18299560,65161
1614193200000,2021-02-24 19:00:00,BTC/USDT,49570.00000000,49690.15000000,48811.26000000,48959.93000000,2856.47685000,140540872.27822315,63481
1614189600000,2021-02-24 18:00:00,BTC/USDT,50046.03000000,50052.18000000,49465.15000000,49570.00000000,2338.30656600,116311162.40909255,55934
1614186000000,2021-02-24 17:00:00,BTC/USDT,49308.29000000,50060.31000000,49303.56000000,50041.80000000,2368.46736800,117885039.87187039,62024
1614182400000,2021-02-24 16:00:00,BTC/USDT,49819.49000000,50150.00000000,49160.00000000,49308.28000000,3788.49869500,188185982.84580416,80231
1614178800000,2021-02-24 15:00:00,BTC/USDT,49404.62000000,49850.00000000,48450.00000000,49819.50000000,4685.05192800,230450785.30372679,105383
1614175200000,2021-02-24 14:00:00,BTC/USDT,49469.19000000,49777.00000000,48758.00000000,49404.04000000,4794.06506400,236323203.72922684,99104
1614171600000,2021-02-24 13:00:00,BTC/USDT,50738.27000000,51060.00000000,49056.33000000,49481.61000000,7310.45414800,363938756.12032670,152980
1614168000000,2021-02-24 12:00:00,BTC/USDT,50360.02000000,51294.00000000,50326.81000000,50739.94000000,4538.97781000,230946348.07511860,102495
1614164400000,2021-02-24 11:00:00,BTC/USDT,50075.00000000,50875.00000000,50049.15000000,50360.02000000,2831.80462200,142887063.44259436,82887
1614160800000,2021-02-24 10:00:00,BTC/USDT,50847.50000000,51000.00000000,50033.52000000,50075.00000000,3196.21238900,161464416.54413845,92558
1614157200000,2021-02-24 09:00:00,BTC/USDT,50634.32000000,51374.99000000,50306.12000000,50847.51000000,4804.82076900,244207904.89909110,115218
1614153600000,2021-02-24 08:00:00,BTC/USDT,50090.61000000,50886.20000000,49799.29000000,50634.36000000,3931.00620100,198647202.83939082,102253
1614150000000,2021-02-24 07:00:00,BTC/USDT,50109.20000000,50368.40000000,49530.43000000,50090.57000000,3036.97920300,151776782.27984239,78641
1614146400000,2021-02-24 06:00:00,BTC/USDT,50247.61000000,50719.78000000,49456.00000000,50109.21000000,4666.11847000,233390526.45703587,109361
1614142800000,2021-02-24 05:00:00,BTC/USDT,50619.83000000,51044.22000000,50000.00000000,50247.40000000,3407.58076900,171886820.25996955,84827
1614139200000,2021-02-24 04:00:00,BTC/USDT,50869.77000000,51357.00000000,50327.35000000,50617.29000000,4569.37934100,232438416.79339211,109519
1614135600000,2021-02-24 03:00:00,BTC/USDT,50160.21000000,50993.57000000,50025.01000000,50874.99000000,3145.82980800,158803323.04548693,79857
1614132000000,2021-02-24 02:00:00,BTC/USDT,50191.68000000,50553.33000000,49803.00000000,50160.42000000,3962.03444500,198889484.54245099,101287
1614128400000,2021-02-24 01:00:00,BTC/USDT,48456.58000000,50225.22000000,48419.48000000,50191.60000000,5367.92410400,264734974.10829012,116620
1614124800000,2021-02-24 00:00:00,BTC/USDT,48891.00000000,49100.00000000,46988.69000000,48456.58000000,4847.53073600,232076690.35418094,113148
1614121200000,2021-02-23 23:00:00,BTC/USDT,48597.19000000,48938.85000000,48124.51000000,48891.00000000,2485.68623000,120629326.77981200,60617
1614117600000,2021-02-23 22:00:00,BTC/USDT,47930.44000000,48756.00000000,47738.82000000,48589.69000000,3213.00765300,155350590.03150539,74216
1614114000000,2021-02-23 21:00:00,BTC/USDT,47812.80000000,48474.31000000,47400.70000000,47937.33000000,4237.63139600,203749279.92999366,95017
1614110400000,2021-02-23 20:00:00,BTC/USDT,45523.02000000,47820.00000000,45251.00000000,47814.50000000,4719.43409900,220303390.69267214,113735
1614106800000,2021-02-23 19:00:00,BTC/USDT,46872.77000000,47291.03000000,45500.00000000,45523.00000000,4845.94891300,224281371.84178197,120852
1614103200000,2021-02-23 18:00:00,BTC/USDT,47163.74000000,47777.00000000,46501.34000000,46881.49000000,3767.75261800,177599282.14800305,100101
1614099600000,2021-02-23 17:00:00,BTC/USDT,47361.41000000,48197.74000000,46888.00000000,47175.27000000,3541.70158500,168002549.47439544,94047
1614096000000,2021-02-23 16:00:00,BTC/USDT,48602.02000000,49247.69000000,47230.01000000,47365.61000000,5789.95500800,278323778.57237520,127453
1614092400000,2021-02-23 15:00:00,BTC/USDT,46977.89000000,49350.00000000,46635.00000000,48602.03000000,7893.56502000,381359810.37807281,186256
1614088800000,2021-02-23 14:00:00,BTC/USDT,48754.47000000,49141.89000000,45838.84000000,46978.18000000,7605.54125100,360869163.70869394,191730
1614085200000,2021-02-23 13:00:00,BTC/USDT,48670.54000000,49600.00000000,48032.17000000,48750.00000000,7741.58941200,377614079.11806758,172266
1614081600000,2021-02-23 12:00:00,BTC/USDT,46359.14000000,49455.53000000,45788.10000000,48670.21000000,13248.95882000,629347433.60642503,259976
1614078000000,2021-02-23 11:00:00,BTC/USDT,47531.15000000,48275.74000000,44892.56000000,46369.29000000,12372.25443300,572863947.25727364,242476
1614074400000,2021-02-23 10:00:00,BTC/USDT,48072.01000000,48979.17000000,46568.00000000,47546.01000000,8447.62229800,402870433.97213644,193960
1614070800000,2021-02-23 09:00:00,BTC/USDT,46562.33000000,48695.75000000,45000.00000000,48075.45000000,17379.42280400,821119205.83081268,368112
1614067200000,2021-02-23 08:00:00,BTC/USDT,49642.92000000,50027.01000000,46560.00000000,46565.18000000,15751.17067700,758815141.17923971,312940
1614063600000,2021-02-23 07:00:00,BTC/USDT,49544.58000000,50547.30000000,49288.94000000,49640.33000000,4936.85373500,246714261.69089670,109379
1614060000000,2021-02-23 06:00:00,BTC/USDT,49952.49000000,51241.99000000,49380.14000000,49547.02000000,6064.54940400,305207167.88787803,133354
1614056400000,2021-02-23 05:00:00,BTC/USDT,50754.50000000,50755.48000000,48615.00000000,49950.00000000,10951.85598400,544401197.91319265,229947
1614052800000,2021-02-23 04:00:00,BTC/USDT,51900.73000000,52311.71000000,49600.00000000,50754.50000000,6698.05728500,340983951.87896339,150863
1614049200000,2021-02-23 03:00:00,BTC/USDT,51218.75000000,52496.90000000,51153.33000000,51906.36000000,5642.99707000,292785084.71039049,139770
1614045600000,2021-02-23 02:00:00,BTC/USDT,52546.59000000,52887.66000000,50901.00000000,51218.63000000,5963.50597500,309284577.51721979,157353
1614042000000,2021-02-23 01:00:00,BTC/USDT,53431.44000000,53925.86000000,52281.88000000,52546.18000000,3132.59441600,165831902.16947045,83399
1614038400000,2021-02-23 00:00:00,BTC/USDT,54087.67000000,54183.59000000,53018.54000000,53440.66000000,2943.36896500,157532202.95411356,107377
1614034800000,2021-02-22 23:00:00,BTC/USDT,54084.97000000,54373.32000000,53279.02000000,54087.67000000,3345.55130300,180214736.28216198,72249
1614031200000,2021-02-22 22:00:00,BTC/USDT,54883.16000000,54989.46000000,53782.09000000,54084.97000000,2862.15708100,155579306.49037132,85407
1614027600000,2021-02-22 21:00:00,BTC/USDT,53779.38000000,54900.00000000,53667.72000000,54883.16000000,2928.49419700,159285168.52561068,81059
1614024000000,2021-02-22 20:00:00,BTC/USDT,53587.41000000,54364.00000000,53452.51000000,53771.34000000,3461.08948600,187077759.39328225,93144
1614020400000,2021-02-22 19:00:00,BTC/USDT,53227.23000000,53746.29000000,52942.33000000,53581.69000000,2709.39250800,144745202.52390016,81259
1614016800000,2021-02-22 18:00:00,BTC/USDT,52100.00000000,53490.00000000,51570.00000000,53227.23000000,5492.27131500,288540225.07433704,138584
1614013200000,2021-02-22 17:00:00,BTC/USDT,53177.82000000,53302.59000000,51955.65000000,52100.00000000,4675.17425200,246033067.08975183,124241
1614009600000,2021-02-22 16:00:00,BTC/USDT,53236.69000000,53847.56000000,52730.00000000,53180.05000000,5464.14551800,291577112.37865897,153293
1614006000000,2021-02-22 15:00:00,BTC/USDT,53472.69000000,53993.00000000,52483.39000000,53236.69000000,11024.95969200,588440597.71152324,267399
1614002400000,2021-02-22 14:00:00,BTC/USDT,52066.99000000,53654.37000000,47622.00000000,53478.83000000,24477.79279200,1252120246.31738026,508500
1613998800000,2021-02-22 13:00:00,BTC/USDT,53784.14000000,54062.77000000,52050.00000000,52070.47000000,8203.24906400,434668374.13266490,185091
1613995200000,2021-02-22 12:00:00,BTC/USDT,54515.00000000,54695.66000000,52628.90000000,53781.12000000,10930.65063700,585168995.14976690,238630
1613991600000,2021-02-22 11:00:00,BTC/USDT,54847.72000000,55251.79000000,54403.11000000,54524.94000000,4098.26864800,225014641.37038058,111831
1613988000000,2021-02-22 10:00:00,BTC/USDT,54747.23000000,55101.69000000,53505.70000000,54847.72000000,8059.54495200,438974088.46219304,184557
1613984400000,2021-02-22 09:00:00,BTC/USDT,55480.80000000,55800.00000000,54355.00000000,54766.39000000,5226.54351400,288464821.34418318,122713
1613980800000,2021-02-22 08:00:00,BTC/USDT,56422.23000000,56623.69000000,55408.92000000,55480.80000000,4285.43355200,239939231.56158729,85723
1613977200000,2021-02-22 07:00:00,BTC/USDT,55989.35000000,56550.00000000,55652.45000000,56422.92000000,2595.91051900,145788942.68097489,72550
1613973600000,2021-02-22 06:00:00,BTC/USDT,55869.16000000,56377.00000000,55684.74000000,55989.36000000,2101.70438100,117982728.62770379,73328
1613970000000,2021-02-22 05:00:00,BTC/USDT,55785.61000000,56372.01000000,55625.11000000,55869.15000000,2634.16909100,147463057.07817703,83020
1613966400000,2021-02-22 04:00:00,BTC/USDT,55858.99000000,56258.49000000,55102.77000000,55786.36000000,4117.07045800,229089676.70647494,107816
1613962800000,2021-02-22 03:00:00,BTC/USDT,56855.13000000,57078.50000000,55757.58000000,55860.12000000,2876.05652800,162014342.49408319,107178
1613959200000,2021-02-22 02:00:00,BTC/USDT,56860.04000000,57277.99000000,55351.15000000,56855.12000000,4511.02871100,254949389.91415914,102202
1613955600000,2021-02-22 01:00:00,BTC/USDT,56235.15000000,57000.00000000,56013.13000000,56860.04000000,3425.03640300,194048532.20100081,131706
1613952000000,2021-02-22 00:00:00,BTC/USDT,57412.35000000,57508.47000000,56230.84000000,56235.15000000,4513.74034200,256206476.92647041,101603
1613948400000,2021-02-21 23:00:00,BTC/USDT,57328.46000000,57590.05000000,57100.00000000,57408.57000000,2125.93211500,122046326.65778230,59279
1613944800000,2021-02-21 22:00:00,BTC/USDT,57293.52000000,57616.34000000,56935.03000000,57328.47000000,2198.42742300,125844765.70797286,113697
1613941200000,2021-02-21 21:00:00,BTC/USDT,57657.10000000,57900.00000000,57180.00000000,57293.53000000,2438.14225000,140356109.44497323,84682
1613937600000,2021-02-21 20:00:00,BTC/USDT,58072.62000000,58247.84000000,57458.15000000,57654.80000000,2454.89171800,142135184.40035702,89127
1613934000000,2021-02-21 19:00:00,BTC/USDT,58183.69000000,58352.80000000,57916.66000000,58072.62000000,2656.04312300,154497112.99673591,80188
1613930400000,2021-02-21 18:00:00,BTC/USDT,57499.02000000,58300.00000000,57333.79000000,58183.69000000,2708.74612400,156704543.25729914,119447
1613926800000,2021-02-21 17:00:00,BTC/USDT,57733.95000000,57749.82000000,57356.53000000,57499.01000000,1895.34702700,109165561.47905982,71673
1613923200000,2021-02-21 16:00:00,BTC/USDT,57313.99000000,57782.00000000,57006.16000000,57733.96000000,2772.77107900,159262145.61400902,116379
1613919600000,2021-02-21 15:00:00,BTC/USDT,57381.12000000,57555.00000000,57165.40000000,57313.99000000,2657.73107500,152476065.18503597,124088
1613916000000,2021-02-21 14:00:00,BTC/USDT,57154.19000000,57449.00000000,56783.33000000,57381.13000000,2751.79923100,157416712.46221265,80003
1613912400000,2021-02-21 13:00:00,BTC/USDT,56888.81000000,57220.00000000,56888.79000000,57154.19000000,1979.23846400,112975449.21178608,89259
1613908800000,2021-02-21 12:00:00,BTC/USDT,57284.78000000,57440.82000000,56589.00000000,56888.80000000,2904.91437000,165858686.62890997,85031
1613905200000,2021-02-21 11:00:00,BTC/USDT,57560.00000000,57570.94000000,57200.00000000,57284.79000000,2690.83005000,154331132.25970184,75626
1613901600000,2021-02-21 10:00:00,BTC/USDT,56795.81000000,57827.00000000,56657.96000000,57560.00000000,4162.46381100,239049955.88924410,119544
1613898000000,2021-02-21 09:00:00,BTC/USDT,56513.21000000,56845.90000000,56364.65000000,56795.81000000,1801.28886800,101801688.89236490,61188
1613894400000,2021-02-21 08:00:00,BTC/USDT,56092.02000000,56676.70000000,55821.03000000,56513.22000000,2357.26255600,132614264.62652807,68592
1613890800000,2021-02-21 07:00:00,BTC/USDT,56493.22000000,56594.23000000,55863.54000000,56091.76000000,2600.75351900,146223148.22796013,72120
1613887200000,2021-02-21 06:00:00,BTC/USDT,56545.12000000,56609.46000000,56250.00000000,56493.23000000,1604.42588500,90577328.06397415,56614
1613883600000,2021-02-21 05:00:00,BTC/USDT,56701.08000000,56959.71000000,56511.54000000,56545.13000000,2041.76479100,115814774.95798891,52225
1613880000000,2021-02-21 04:00:00,BTC/USDT,56505.22000000,56725.12000000,56040.31000000,56701.08000000,2060.64233700,116297497.07284269,58464
1613876400000,2021-02-21 03:00:00,BTC/USDT,56318.08000000,56900.00000000,56311.40000000,56505.22000000,2027.22019700,114735892.16174038,58188
1613872800000,2021-02-21 02:00:00,BTC/USDT,56347.70000000,56660.94000000,56253.77000000,56318.08000000,2201.03164900,124306784.48488625,60339
1613869200000,2021-02-21 01:00:00,BTC/USDT,55834.95000000,56351.08000000,55717.87000000,56347.69000000,2125.26328800,119014770.77697408,70496
1613865600000,2021-02-21 00:00:00,BTC/USDT,55841.19000000,56061.64000000,55477.59000000,55834.95000000,2949.77756100,164492362.88754974,84284
1613862000000,2021-02-20 23:00:00,BTC/USDT,55424.00000000,56191.43000000,55378.02000000,55841.19000000,3774.92708800,210375714.97469261,109845
1613858400000,2021-02-20 22:00:00,BTC/USDT,56472.13000000,56495.33000000,53863.93000000,55423.99000000,7721.82236500,427670179.98369899,229383
1613854800000,2021-02-20 21:00:00,BTC/USDT,56719.52000000,56878.28000000,56250.66000000,56472.13000000,2361.84010600,133665925.43983636,70121
1613851200000,2021-02-20 20:00:00,BTC/USDT,56975.12000000,57050.00000000,56562.51000000,56719.52000000,2039.86527000,115803725.90370444,66950
1613847600000,2021-02-20 19:00:00,BTC/USDT,57118.09000000,57234.48000000,56709.23000000,56975.12000000,1864.07048000,106178555.91371001,79787
1613844000000,2021-02-20 18:00:00,BTC/USDT,57048.35000000,57152.33000000,56800.01000000,57115.24000000,1840.03131000,104893005.61052269,73385
1613840400000,2021-02-20 17:00:00,BTC/USDT,56720.17000000,57425.00000000,56713.79000000,57048.35000000,4217.72333900,240931598.98318140,134869
1613836800000,2021-02-20 16:00:00,BTC/USDT,56136.55000000,56943.60000000,56136.55000000,56720.16000000,3717.38436700,210031148.92345144,144866
1613833200000,2021-02-20 15:00:00,BTC/USDT,56280.83000000,56759.99000000,55722.11000000,56145.97000000,5099.63497900,286778901.86173186,170299
1613829600000,2021-02-20 14:00:00,BTC/USDT,57274.35000000,57426.57000000,56080.00000000,56280.83000000,4268.77802300,243081284.26698700,121978
1613826000000,2021-02-20 13:00:00,BTC/USDT,57291.93000000,57550.00000000,56923.04000000,57274.34000000,3515.23980700,201257726.46089098,129782
1613822400000,2021-02-20 12:00:00,BTC/USDT,56355.94000000,57700.46000000,56268.01000000,57291.92000000,6646.36125500,379343463.92682278,167002
1613818800000,2021-02-20 11:00:00,BTC/USDT,55895.31000000,56388.37000000,55752.77000000,56355.91000000,2787.34971200,155931507.43980731,77103
1613815200000,2021-02-20 10:00:00,BTC/USDT,55252.40000000,55929.23000000,55210.53000000,55895.31000000,2330.74195200,129723444.86482127,71009
1613811600000,2021-02-20 09:00:00,BTC/USDT,55236.54000000,55525.00000000,55030.00000000,55252.40000000,2534.56658600,140183539.19055306,115629
1613808000000,2021-02-20 08:00:00,BTC/USDT,55207.93000000,55674.68000000,55185.16000000,55236.53000000,2266.72007200,125623432.56659793,123216
1613804400000,2021-02-20 07:00:00,BTC/USDT,55937.02000000,55967.14000000,55185.98000000,55207.92000000,3179.75022900,176654915.35822290,83321
1613800800000,2021-02-20 06:00:00,BTC/USDT,55675.44000000,55952.88000000,55580.00000000,55937.12000000,1688.23270000,94196751.80932634,60030
1613797200000,2021-02-20 05:00:00,BTC/USDT,55815.19000000,55952.18000000,55555.55000000,55675.43000000,1876.99088600,104616251.66430172,94387
1613793600000,2021-02-20 04:00:00,BTC/USDT,55711.90000000,56144.87000000,55511.00000000,55815.19000000,1943.94171300,108608963.33222419,61115
1613790000000,2021-02-20 03:00:00,BTC/USDT,56143.46000000,56250.00000000,55481.38000000,55706.07000000,2837.35212900,158565110.54746008,107593
1613786400000,2021-02-20 02:00:00,BTC/USDT,56179.16000000,56395.00000000,55959.41000000,56143.46000000,2927.80920200,164594593.35020089,101379
1613782800000,2021-02-20 01:00:00,BTC/USDT,56223.44000000,56609.14000000,55946.27000000,56179.17000000,3867.21968100,217600207.67930692,110107
1613779200000,2021-02-20 00:00:00,BTC/USDT,55906.00000000,56500.00000000,55322.00000000,56226.73000000,5639.85206300,315580909.79922147,139690
1613775600000,2021-02-19 23:00:00,BTC/USDT,55426.40000000,55950.00000000,55330.00000000,55906.00000000,2542.97653700,141663668.58837266,76548
1613772000000,2021-02-19 22:00:00,BTC/USDT,55651.16000000,55767.29000000,55130.00000000,55426.40000000,3226.95406900,178971150.41723793,99522
1613768400000,2021-02-19 21:00:00,BTC/USDT,55345.17000000,56368.00000000,55304.52000000,55651.16000000,5011.99036400,280151757.43058394,146559
1613764800000,2021-02-19 20:00:00,BTC/USDT,54994.85000000,55698.16000000,54800.00000000,55348.33000000,3733.04848500,206292559.74413172,115558
1613761200000,2021-02-19 19:00:00,BTC/USDT,55384.46000000,55843.78000000,54583.95000000,54990.01000000,5529.09411400,304068964.59181108,146628
1613757600000,2021-02-19 18:00:00,BTC/USDT,54765.50000000,55435.96000000,54525.11000000,55384.46000000,2849.83242300,156724151.03477345,69618
1613754000000,2021-02-19 17:00:00,BTC/USDT,54368.61000000,54766.34000000,54054.00000000,54765.49000000,2446.44460700,133286273.95126311,75913
1613750400000,2021-02-19 16:00:00,BTC/USDT,53863.82000000,54850.00000000,53605.58000000,54368.65000000,6521.08734300,353986874.90433082,156593
1613746800000,2021-02-19 15:00:00,BTC/USDT,52877.10000000,53886.07000000,52810.11000000,53863.19000000,5187.73271900,277195452.06437244,123877
1613743200000,2021-02-19 14:00:00,BTC/USDT,52800.03000000,53280.00000000,52653.93000000,52890.00000000,3789.65655000,200676344.41197990,104574
1613739600000,2021-02-19 13:00:00,BTC/USDT,52534.76000000,52850.00000000,52315.37000000,52800.04000000,2831.21696500,148967037.12173166,85835
1613736000000,2021-02-19 12:00:00,BTC/USDT,52709.99000000,52729.75000000,52400.09000000,52534.75000000,2360.66813300,124206180.92702526,103686
1613732400000,2021-02-19 11:00:00,BTC/USDT,52685.98000000,52863.19000000,52485.95000000,52710.00000000,2380.09901500,125517764.46963318,77057
1613728800000,2021-02-19 10:00:00,BTC/USDT,52690.75000000,52984.99000000,52625.00000000,52687.60000000,2635.22912700,139156643.20101719,89427
1613725200000,2021-02-19 09:00:00,BTC/USDT,52236.31000000,52965.31000000,52218.62000000,52690.70000000,5901.16645800,310796784.20453511,149725
1613721600000,2021-02-19 08:00:00,BTC/USDT,51727.09000000,52293.77000000,51649.82000000,52236.31000000,2775.40234700,144118630.72947438,112827
1613718000000,2021-02-19 07:00:00,BTC/USDT,51734.87000000,51894.77000000,51654.57000000,51727.08000000,2224.77573300,115164269.58954758,90363
1613714400000,2021-02-19 06:00:00,BTC/USDT,51524.06000000,51822.96000000,51517.16000000,51734.88000000,2693.88085800,139210203.26247520,98332
1613710800000,2021-02-19 05:00:00,BTC/USDT,51166.29000000,51567.26000000,51166.29000000,51524.05000000,2079.78925000,106871810.17193274,58451
1613707200000,2021-02-19 04:00:00,BTC/USDT,51247.86000000,51530.56000000,50918.00000000,51166.30000000,1969.38099200,100815563.36062377,55063
1613703600000,2021-02-19 03:00:00,BTC/USDT,51248.53000000,51500.15000000,51200.00000000,51245.00000000,1787.93614700,91806401.12800927,51393
1613700000000,2021-02-19 02:00:00,BTC/USDT,51325.44000000,51339.05000000,50710.20000000,51248.52000000,3846.48439000,196444482.96142958,99919
